,Label,Area,intensity_mean_fluor,mean_chi2,mean_tau,min_fluor,min_chi2,min_tau,STD_fluor,STD_chi2,STD_tau,File Name,ph,Date,selected_analysis
44,45,138.0,494.59420289855075,105.41304347826087,961.0507246376811,408.0,74.0,584.0,34.59258479667795,13.62368369435766,175.3647264477198,3,55,2023-10-12,analyze_single_fitted_channel
46,47,38.0,386.8421052631579,100.94736842105263,913.078947368421,371.0,75.0,579.0,10.90998170626445,15.761290637142519,203.85926280272605,3,55,2023-10-12,analyze_single_fitted_channel
48,49,53.0,332.92452830188677,93.50943396226415,914.8679245283018,283.0,67.0,457.0,26.287847150277802,12.969663648348766,209.27999099661074,3,55,2023-10-12,analyze_single_fitted_channel
52,53,115.0,411.1478260869565,94.85217391304347,871.9391304347826,218.0,67.0,563.0,83.76242215241462,13.619834308039504,171.94120769493182,3,55,2023-10-12,analyze_single_fitted_channel
53,54,169.0,370.4733727810651,95.76331360946746,905.1065088757397,162.0,69.0,463.0,66.31055366740352,13.439879838937587,197.02089041370635,3,55,2023-10-12,analyze_single_fitted_channel
54,55,71.0,371.38028169014086,97.90140845070422,921.3661971830986,215.0,71.0,639.0,49.98686199144368,12.174962682740583,171.87575265384967,3,55,2023-10-12,analyze_single_fitted_channel
57,58,103.0,402.126213592233,98.28155339805825,939.5339805825242,314.0,60.0,578.0,51.03885434307286,12.571672175024085,194.75380602654437,3,55,2023-10-12,analyze_single_fitted_channel
60,61,184.0,341.4076086956522,93.05434782608695,911.2989130434783,252.0,63.0,535.0,66.95449579621328,13.935304032840929,216.30873868986694,3,55,2023-10-12,analyze_single_fitted_channel
61,62,169.0,686.4023668639053,109.15976331360947,932.7100591715977,403.0,77.0,556.0,76.40048015018637,14.234445760120964,149.1828787727714,3,55,2023-10-12,analyze_single_fitted_channel
62,63,59.0,397.1864406779661,98.88135593220339,899.9661016949152,335.0,74.0,588.0,23.14909272759707,12.087372239365067,198.45197225420281,3,55,2023-10-12,analyze_single_fitted_channel
69,70,61.0,521.983606557377,105.73770491803279,889.4754098360655,461.0,79.0,575.0,24.024230803113515,13.611592984844124,165.19740864055146,3,55,2023-10-12,analyze_single_fitted_channel
70,71,66.0,443.25757575757575,99.87878787878788,935.3030303030303,377.0,68.0,547.0,34.28459792281527,12.44322275257323,199.77449178154563,3,55,2023-10-12,analyze_single_fitted_channel
71,72,99.0,776.1515151515151,116.29292929292929,945.2222222222222,392.0,81.0,624.0,154.4001336967786,13.424877047573855,141.5994175896511,3,55,2023-10-12,analyze_single_fitted_channel
74,75,140.0,662.6,109.25714285714285,933.1357142857142,558.0,82.0,610.0,28.1401594065949,13.757268950616318,161.75242151926795,3,55,2023-10-12,analyze_single_fitted_channel
77,78,91.0,700.9010989010989,108.89010989010988,937.054945054945,522.0,80.0,623.0,51.289322613747125,12.407415851811864,131.40076794374443,3,55,2023-10-12,analyze_single_fitted_channel
78,79,45.0,545.2222222222222,106.77777777777777,888.8666666666667,408.0,80.0,519.0,31.596686808650528,11.695942105208758,178.0080647361549,3,55,2023-10-12,analyze_single_fitted_channel
81,82,46.0,486.4782608695652,101.26086956521739,925.8913043478261,419.0,76.0,559.0,32.007973959240616,12.953822304143847,172.50837764922676,3,55,2023-10-12,analyze_single_fitted_channel
82,83,53.0,804.7169811320755,113.24528301886792,971.377358490566,747.0,92.0,677.0,35.631434795744866,12.650461488155148,135.27041071743642,3,55,2023-10-12,analyze_single_fitted_channel
84,85,128.0,413.2890625,99.2890625,931.0234375,172.0,67.0,511.0,97.4937620074797,14.210555244996367,187.6429232296907,3,55,2023-10-12,analyze_single_fitted_channel
85,86,136.0,1061.2867647058824,119.80882352941177,994.9044117647059,751.0,85.0,681.0,93.28671080632162,12.598152704150456,127.1161973455592,3,55,2023-10-12,analyze_single_fitted_channel
86,87,70.0,350.5285714285714,94.05714285714286,903.1,325.0,71.0,488.0,14.894602501358316,11.57816382467533,199.06188197930524,3,55,2023-10-12,analyze_single_fitted_channel
87,88,45.0,587.7111111111111,107.0,933.8888888888889,545.0,80.0,655.0,23.302476952005886,12.761051854939092,149.16556382791157,3,55,2023-10-12,analyze_single_fitted_channel
88,89,166.0,668.1265060240963,109.24698795180723,945.1746987951807,387.0,74.0,599.0,81.56977733535332,13.631305547436229,159.19673994919447,3,55,2023-10-12,analyze_single_fitted_channel
90,91,129.0,630.0697674418604,111.9922480620155,968.6744186046511,467.0,76.0,679.0,71.10208689209503,14.524769607657104,151.04233005890507,3,55,2023-10-12,analyze_single_fitted_channel
91,92,59.0,480.79661016949154,104.11864406779661,963.7457627118644,415.0,82.0,656.0,16.836984774764726,12.49418135185228,167.43707072072453,3,55,2023-10-12,analyze_single_fitted_channel
92,93,44.0,452.27272727272725,103.06818181818181,1007.75,399.0,71.0,611.0,21.386448169091945,13.796240804312546,184.57003167066176,3,55,2023-10-12,analyze_single_fitted_channel
93,94,79.0,424.0759493670886,98.0632911392405,936.2911392405064,336.0,69.0,559.0,37.20819705247985,13.071702718208238,193.88487722792996,3,55,2023-10-12,analyze_single_fitted_channel
94,95,61.0,317.72131147540983,92.45901639344262,913.2786885245902,286.0,71.0,619.0,17.647858874951265,12.159559108826388,183.42757816388166,3,55,2023-10-12,analyze_single_fitted_channel
96,97,272.0,337.43382352941177,93.59191176470588,948.8308823529412,194.0,58.0,509.0,48.46886541680533,13.14899098760869,219.49005253980724,3,55,2023-10-12,analyze_single_fitted_channel
97,98,59.0,399.8813559322034,96.22033898305085,925.3728813559322,356.0,65.0,620.0,20.73732796294652,12.564501779610534,173.82359051783317,3,55,2023-10-12,analyze_single_fitted_channel
98,99,31.0,524.1290322580645,106.74193548387096,915.741935483871,508.0,88.0,591.0,8.552464030848618,10.073817042327565,164.74515367915996,3,55,2023-10-12,analyze_single_fitted_channel
99,100,112.0,542.1607142857143,105.57142857142857,973.0446428571429,366.0,77.0,560.0,63.36354201457375,14.002368604297356,169.65150142449886,3,55,2023-10-12,analyze_single_fitted_channel
100,101,66.0,443.6060606060606,101.81818181818181,964.939393939394,333.0,78.0,667.0,39.45994470341192,12.852200720533489,176.16709344186248,3,55,2023-10-12,analyze_single_fitted_channel
102,103,80.0,517.0625,105.4375,1013.675,419.0,78.0,684.0,60.10040427276675,11.29805707854231,168.2957794331159,3,55,2023-10-12,analyze_single_fitted_channel
103,104,128.0,347.453125,95.828125,967.5078125,194.0,63.0,546.0,49.304991407913,12.595329848176863,216.19251389436417,3,55,2023-10-12,analyze_single_fitted_channel
104,105,55.0,453.92727272727274,101.52727272727273,887.9454545454546,338.0,79.0,585.0,34.25989149558498,14.249535297628027,163.36889858474711,3,55,2023-10-12,analyze_single_fitted_channel
105,106,82.0,356.6951219512195,95.73170731707317,914.0121951219512,299.0,71.0,499.0,28.603124946278946,12.318980774762611,192.1171831107279,3,55,2023-10-12,analyze_single_fitted_channel
106,107,73.0,307.8904109589041,91.06849315068493,899.945205479452,240.0,64.0,540.0,41.305929006184925,11.63406519974299,200.0287575496973,3,55,2023-10-12,analyze_single_fitted_channel
0,1,156.0,382.40384615384613,100.22435897435898,1127.378205128205,205.0,67.0,578.0,41.79433449001804,13.150301604198809,265.4841330656108,3,60,2023-10-12,analyze_single_fitted_channel
1,2,132.0,650.060606060606,113.96969696969697,1138.9772727272727,288.0,81.0,680.0,108.0285286096783,14.64785608158957,202.13303697066996,3,60,2023-10-12,analyze_single_fitted_channel
2,3,87.0,531.1724137931035,110.0919540229885,1091.3908045977012,473.0,80.0,631.0,41.29184242069421,13.139947150743147,211.84061218972118,3,60,2023-10-12,analyze_single_fitted_channel
4,5,167.0,312.2694610778443,97.38922155688623,1038.6526946107786,148.0,64.0,448.0,56.12949496564871,14.11918909114936,265.80810979963354,3,60,2023-10-12,analyze_single_fitted_channel
5,6,80.0,347.4375,101.075,960.2875,196.0,73.0,625.0,51.56981766256305,12.85474134317762,207.45121075508334,3,60,2023-10-12,analyze_single_fitted_channel
6,7,99.0,766.070707070707,114.85858585858585,1096.6161616161617,369.0,78.0,760.0,132.0941852936341,14.513671785846434,166.025293623112,3,60,2023-10-12,analyze_single_fitted_channel
9,10,105.0,555.4095238095238,110.73333333333333,1055.3619047619047,479.0,84.0,615.0,27.53273211776268,13.812531692127687,190.7782119839696,3,60,2023-10-12,analyze_single_fitted_channel
10,11,62.0,306.14516129032256,94.06451612903226,1019.7903225806451,258.0,66.0,568.0,20.835644686212962,11.645116611477153,243.22179822572238,3,60,2023-10-12,analyze_single_fitted_channel
13,14,99.0,459.1313131313131,105.28282828282828,1090.8080808080808,228.0,80.0,588.0,57.47175792405995,11.815107948690105,220.255438335853,3,60,2023-10-12,analyze_single_fitted_channel
14,15,99.0,332.6363636363636,98.16161616161617,1087.7676767676767,200.0,66.0,607.0,49.02657587811345,12.961253112122549,231.4912494051735,3,60,2023-10-12,analyze_single_fitted_channel
15,16,168.0,439.7142857142857,104.41666666666667,1081.732142857143,213.0,75.0,581.0,99.43011082552162,13.982734535110259,236.20502779854817,3,60,2023-10-12,analyze_single_fitted_channel
16,17,85.0,377.61176470588236,99.96470588235294,1025.6235294117646,279.0,75.0,629.0,25.98420068274388,12.98183985766137,220.4737666918855,3,60,2023-10-12,analyze_single_fitted_channel
17,18,219.0,579.3150684931506,112.1689497716895,1040.6392694063927,417.0,83.0,668.0,70.45096939012981,13.653699526837647,197.23030255989585,3,60,2023-10-12,analyze_single_fitted_channel
18,19,101.0,360.5049504950495,99.65346534653466,1088.039603960396,216.0,67.0,553.0,50.917837867650675,12.36526246038254,253.49618392238074,3,60,2023-10-12,analyze_single_fitted_channel
21,22,116.0,517.7241379310345,112.25,1137.1293103448277,424.0,67.0,617.0,43.993452923348784,14.163987238159974,233.89172009096558,3,60,2023-10-12,analyze_single_fitted_channel
22,23,131.0,537.8015267175573,107.12213740458016,1043.9541984732825,388.0,81.0,612.0,76.08426624597372,11.954763910856881,202.33525435308735,3,60,2023-10-12,analyze_single_fitted_channel
23,24,131.0,708.9541984732824,117.90839694656489,1142.0076335877864,351.0,84.0,694.0,139.1358204351933,14.466307463506123,179.68205576267871,3,60,2023-10-12,analyze_single_fitted_channel
24,25,92.0,450.1630434782609,107.08695652173913,1102.5869565217392,328.0,77.0,638.0,47.564207673489165,14.180246651065918,250.58302243810434,3,60,2023-10-12,analyze_single_fitted_channel
25,26,82.0,357.2317073170732,102.34146341463415,1112.8292682926829,288.0,74.0,616.0,30.003373298350805,13.471939683431906,271.2969664803052,3,60,2023-10-12,analyze_single_fitted_channel
27,28,126.0,472.5952380952381,108.64285714285714,1043.420634920635,399.0,73.0,594.0,38.49885147151601,12.457205657334057,252.53760848868467,3,60,2023-10-12,analyze_single_fitted_channel
28,29,88.0,354.10227272727275,101.42045454545455,1112.4318181818182,312.0,74.0,505.0,21.25282856721519,11.39948323281396,255.59435170591493,3,60,2023-10-12,analyze_single_fitted_channel
31,32,95.0,322.37894736842105,99.3157894736842,1078.1263157894737,239.0,67.0,491.0,22.670722574498186,12.345263875924443,271.1317505376021,3,60,2023-10-12,analyze_single_fitted_channel
32,33,80.0,399.55,102.7375,1163.6625,340.0,79.0,680.0,26.797807746157147,12.069324494353443,253.04455851440474,3,60,2023-10-12,analyze_single_fitted_channel
33,34,128.0,330.2421875,97.25,1074.4140625,176.0,65.0,582.0,50.149268765504885,13.360389215887388,293.52923958227075,3,60,2023-10-12,analyze_single_fitted_channel
34,35,66.0,453.8939393939394,107.18181818181819,1034.6060606060605,382.0,80.0,665.0,27.190199207913572,14.333589593455256,208.3162571514093,3,60,2023-10-12,analyze_single_fitted_channel
35,36,127.0,513.8110236220473,108.35433070866142,1063.5826771653544,302.0,63.0,597.0,83.75524261729133,13.970456769459068,234.71589262574557,3,60,2023-10-12,analyze_single_fitted_channel
36,37,98.0,386.46938775510205,101.5204081632653,1121.234693877551,293.0,73.0,600.0,50.40250319375601,12.253470638580142,259.5458278522668,3,60,2023-10-12,analyze_single_fitted_channel
37,38,57.0,337.0877192982456,99.73684210526316,1149.0350877192982,297.0,79.0,570.0,17.152853275771758,8.650172528021793,280.4061568581183,3,60,2023-10-12,analyze_single_fitted_channel
38,39,86.0,392.5348837209302,105.96511627906976,1047.7209302325582,346.0,76.0,559.0,22.00142578594365,11.90509728080997,244.9878331655159,3,60,2023-10-12,analyze_single_fitted_channel
39,40,54.0,369.18518518518516,103.0,1111.611111111111,327.0,69.0,659.0,21.091576407089082,14.027750275000543,266.3508141020776,3,60,2023-10-12,analyze_single_fitted_channel
40,41,76.0,363.7763157894737,101.90789473684211,1047.6973684210527,263.0,78.0,480.0,27.455992867156155,11.327862286809442,254.9553634687763,3,60,2023-10-12,analyze_single_fitted_channel
41,42,104.0,518.875,107.04807692307692,1088.8653846153845,365.0,80.0,650.0,77.74646757990902,11.435756851355032,204.59707389874617,3,60,2023-10-12,analyze_single_fitted_channel
43,44,88.0,406.59090909090907,103.94318181818181,1045.875,292.0,59.0,534.0,64.29259047575113,13.271944053790392,243.34519124542553,3,60,2023-10-12,analyze_single_fitted_channel
44,45,90.0,371.6777777777778,101.62222222222222,1016.8111111111111,310.0,73.0,661.0,39.571546393218156,13.906495506918722,219.6619571798876,3,60,2023-10-12,analyze_single_fitted_channel
46,47,68.0,304.20588235294116,97.47058823529412,1046.3088235294117,264.0,64.0,515.0,19.875020402157055,13.658083781964281,271.19996189879896,3,60,2023-10-12,analyze_single_fitted_channel
47,48,76.0,337.9078947368421,100.6842105263158,1118.9473684210527,310.0,77.0,636.0,14.995769255622301,12.63788219924503,264.2073495300734,3,60,2023-10-12,analyze_single_fitted_channel
50,51,133.0,380.70676691729324,100.42105263157895,1072.96992481203,268.0,71.0,622.0,71.42415736262284,12.51958497373308,238.10324859232793,3,60,2023-10-12,analyze_single_fitted_channel
54,55,102.0,348.3333333333333,100.94117647058823,1137.1274509803923,251.0,71.0,583.0,56.55542714779264,12.075598088879584,267.89962531971497,3,60,2023-10-12,analyze_single_fitted_channel
75,76,58.0,338.01724137931035,98.0,1184.7413793103449,305.0,73.0,694.0,16.864052136392882,12.937515617181978,293.81102068159316,3,60,2023-10-12,analyze_single_fitted_channel
76,77,36.0,318.05555555555554,101.72222222222223,1196.1666666666667,305.0,74.0,680.0,8.386313070329551,11.422713997195606,306.43437760437024,3,60,2023-10-12,analyze_single_fitted_channel
77,78,63.0,322.6825396825397,98.77777777777777,1105.1587301587301,311.0,74.0,602.0,5.465114172191827,11.04887330957029,299.7829482718755,3,60,2023-10-12,analyze_single_fitted_channel
78,79,59.0,361.7457627118644,105.32203389830508,1135.4237288135594,335.0,78.0,593.0,10.213970526185985,11.698820276560268,296.6390378203403,3,60,2023-10-12,analyze_single_fitted_channel
80,81,49.0,325.0816326530612,102.6734693877551,1056.8775510204082,297.0,81.0,561.0,12.585765744493273,12.234757706085311,289.0173804994039,3,60,2023-10-12,analyze_single_fitted_channel
81,82,41.0,421.9268292682927,107.36585365853658,1128.0243902439024,386.0,81.0,643.0,20.05527756574671,12.565450304085319,261.6304867561079,3,60,2023-10-12,analyze_single_fitted_channel
84,85,139.0,437.0647482014389,106.27338129496403,1084.410071942446,316.0,62.0,543.0,45.916284259382266,12.702917443974322,259.10809424422183,3,60,2023-10-12,analyze_single_fitted_channel
87,88,41.0,319.0243902439024,99.4390243902439,1096.780487804878,297.0,77.0,656.0,5.870504216006384,11.97772074186641,271.9515301321643,3,60,2023-10-12,analyze_single_fitted_channel
88,89,84.0,358.1904761904762,99.5,1071.297619047619,284.0,77.0,641.0,22.85798609555687,11.803449858894162,264.19102845884186,3,60,2023-10-12,analyze_single_fitted_channel
89,90,74.0,491.6216216216216,111.06756756756756,1193.7702702702702,388.0,84.0,690.0,31.453398691750866,11.410439839310127,251.59053753192438,3,60,2023-10-12,analyze_single_fitted_channel
90,91,68.0,343.19117647058823,100.8529411764706,1130.25,294.0,68.0,619.0,17.769154828573004,12.040696562177045,298.33904789685175,3,60,2023-10-12,analyze_single_fitted_channel
91,92,63.0,440.5079365079365,106.5079365079365,1132.2698412698412,377.0,78.0,693.0,18.921620300323635,11.372304168074598,236.50398206984897,3,60,2023-10-12,analyze_single_fitted_channel
94,95,62.0,401.4516129032258,106.95161290322581,1088.5645161290322,362.0,77.0,620.0,15.36720158308979,12.761367379655802,269.11765150914596,3,60,2023-10-12,analyze_single_fitted_channel
96,97,41.0,419.1219512195122,106.29268292682927,1044.7560975609756,401.0,77.0,585.0,8.804641575096237,12.297618056968364,235.09746608668655,3,60,2023-10-12,analyze_single_fitted_channel
97,98,121.0,445.68595041322317,107.16528925619835,1178.685950413223,303.0,70.0,583.0,63.3773994519087,13.736208474809862,237.19838727650753,3,60,2023-10-12,analyze_single_fitted_channel
98,99,72.0,439.06944444444446,105.56944444444444,1181.9444444444443,375.0,74.0,658.0,17.676354567683607,12.52200994348317,256.98253771678344,3,60,2023-10-12,analyze_single_fitted_channel
99,100,92.0,423.1847826086956,104.77173913043478,1144.5978260869565,329.0,81.0,629.0,21.09550196638162,10.901837959191504,235.55535949449006,3,60,2023-10-12,analyze_single_fitted_channel
100,101,72.0,407.125,107.45833333333333,1158.875,383.0,71.0,643.0,11.988347930849818,12.280220659436232,284.67329898109125,3,60,2023-10-12,analyze_single_fitted_channel
101,102,68.0,388.9264705882353,102.23529411764706,1101.0,359.0,72.0,596.0,14.292445738582023,11.579796867895832,251.53984598398532,3,60,2023-10-12,analyze_single_fitted_channel
103,104,90.0,484.6111111111111,111.14444444444445,1145.8555555555556,398.0,77.0,722.0,34.91281027055333,13.938405066666315,243.98308507449678,3,60,2023-10-12,analyze_single_fitted_channel
106,107,58.0,326.44827586206895,100.56896551724138,1096.0344827586207,287.0,69.0,619.0,15.649360914342427,13.993979085806272,296.47020932605676,3,60,2023-10-12,analyze_single_fitted_channel
107,108,135.0,373.1259259259259,103.00740740740741,1138.7555555555555,297.0,71.0,654.0,27.0249348865847,13.520626928427651,286.20291860371367,3,60,2023-10-12,analyze_single_fitted_channel
108,109,172.0,368.1162790697674,102.34883720930233,1177.546511627907,215.0,73.0,594.0,32.277473822888254,11.795512983965324,291.8299981781662,3,60,2023-10-12,analyze_single_fitted_channel
110,111,93.0,377.6559139784946,104.20430107526882,1222.0645161290322,327.0,72.0,736.0,31.069292873326134,12.680998518895718,283.2035935639969,3,60,2023-10-12,analyze_single_fitted_channel
4,5,88.0,390.02272727272725,107.5909090909091,1381.8863636363637,335.0,77.0,809.0,21.15633220957696,11.85579678281354,330.53821233565355,3,65,2023-10-12,analyze_single_fitted_channel
5,6,91.0,386.72527472527474,107.46153846153847,1336.3736263736264,327.0,71.0,814.0,40.705067841749745,12.911624962474617,347.3159453550016,3,65,2023-10-12,analyze_single_fitted_channel
7,8,53.0,441.6792452830189,112.77358490566037,1407.2641509433963,412.0,78.0,768.0,16.784734287166405,11.406124653066069,362.6608244910188,3,65,2023-10-12,analyze_single_fitted_channel
8,9,47.0,310.8085106382979,99.57446808510639,1282.1063829787233,284.0,64.0,711.0,12.331654990433295,11.309466343395064,365.18140254915534,3,65,2023-10-12,analyze_single_fitted_channel
10,11,99.0,489.8989898989899,113.13131313131314,1355.919191919192,335.0,92.0,789.0,37.76281505661222,11.87446667778165,305.2854162734374,3,65,2023-10-12,analyze_single_fitted_channel
13,14,45.0,319.4,104.46666666666667,1425.5555555555557,297.0,82.0,851.0,12.483589227461788,10.552724766618335,335.8172489485286,3,65,2023-10-12,analyze_single_fitted_channel
14,15,46.0,432.0869565217391,108.1304347826087,1312.195652173913,375.0,80.0,697.0,12.412872152933268,12.080542558453915,308.9767558138805,3,65,2023-10-12,analyze_single_fitted_channel
15,16,43.0,464.6046511627907,111.11627906976744,1451.3953488372092,440.0,87.0,856.0,15.086016218453063,11.761603478575374,339.41057934854587,3,65,2023-10-12,analyze_single_fitted_channel
16,17,38.0,487.60526315789474,114.97368421052632,1454.6842105263158,375.0,81.0,1012.0,52.29699572416042,14.738933122329023,327.66937004621286,3,65,2023-10-12,analyze_single_fitted_channel
17,18,45.0,580.1777777777778,116.11111111111111,1403.7777777777778,499.0,91.0,881.0,34.23532216805645,10.797576316979086,294.72615454492586,3,65,2023-10-12,analyze_single_fitted_channel
19,20,68.0,611.7058823529412,115.88235294117646,1433.0441176470588,435.0,90.0,837.0,53.35950734612768,14.202867783908898,305.25574782966004,3,65,2023-10-12,analyze_single_fitted_channel
21,22,33.0,443.8181818181818,111.63636363636364,1407.6666666666667,434.0,92.0,805.0,8.764441054468058,11.16764314631902,331.83216519588007,3,65,2023-10-12,analyze_single_fitted_channel
22,23,46.0,396.9130434782609,108.43478260869566,1333.3260869565217,363.0,86.0,706.0,14.757203232963187,10.355952234916472,324.8164066286106,3,65,2023-10-12,analyze_single_fitted_channel
23,24,32.0,478.625,109.875,1337.65625,470.0,87.0,792.0,6.040229714174784,11.65587298317891,339.8639074481689,3,65,2023-10-12,analyze_single_fitted_channel
24,25,71.0,400.8169014084507,107.74647887323944,1400.4929577464789,341.0,85.0,730.0,28.69917300626972,10.493080630720089,331.3585298472326,3,65,2023-10-12,analyze_single_fitted_channel
25,26,78.0,485.70512820512823,111.15384615384616,1277.6153846153845,439.0,88.0,758.0,22.684632194595444,12.601461985875273,280.017867139152,3,65,2023-10-12,analyze_single_fitted_channel
27,28,61.0,590.2622950819672,118.77049180327869,1440.5245901639344,510.0,93.0,818.0,33.63541344112704,12.671632760118557,279.11432563086584,3,65,2023-10-12,analyze_single_fitted_channel
28,29,126.0,482.6587301587302,113.28571428571429,1322.2777777777778,376.0,81.0,711.0,59.004998806048526,13.200443200145672,333.3519432635745,3,65,2023-10-12,analyze_single_fitted_channel
29,30,85.0,545.0470588235294,115.84705882352941,1407.0,463.0,96.0,792.0,30.892186669639198,12.166981241292005,280.1572667585959,3,65,2023-10-12,analyze_single_fitted_channel
31,32,65.0,351.33846153846156,104.13846153846154,1349.923076923077,334.0,78.0,706.0,11.992660477368805,13.791722069166566,353.12709883127644,3,65,2023-10-12,analyze_single_fitted_channel
32,33,43.0,385.13953488372096,106.34883720930233,1321.953488372093,358.0,79.0,633.0,11.923362635089688,13.518090757118227,333.92082012917115,3,65,2023-10-12,analyze_single_fitted_channel
33,34,58.0,604.7931034482758,116.75862068965517,1364.4137931034484,533.0,94.0,908.0,33.601497616813845,13.934960184330714,290.649987067201,3,65,2023-10-12,analyze_single_fitted_channel
34,35,79.0,650.8227848101266,118.0886075949367,1406.8481012658228,515.0,92.0,839.0,47.75113743589829,10.25521154750076,293.60578446892015,3,65,2023-10-12,analyze_single_fitted_channel
35,36,68.0,338.36764705882354,104.66176470588235,1313.514705882353,299.0,83.0,733.0,21.434513408330574,11.88252584323825,352.4586956462817,3,65,2023-10-12,analyze_single_fitted_channel
36,37,58.0,401.51724137931035,108.89655172413794,1296.5,350.0,85.0,711.0,25.760997905354266,10.544960645063846,332.4642708311832,3,65,2023-10-12,analyze_single_fitted_channel
39,40,68.0,413.69117647058823,108.86764705882354,1380.3676470588234,361.0,80.0,865.0,29.24403275126557,11.699553047979713,305.37214058817625,3,65,2023-10-12,analyze_single_fitted_channel
40,41,36.0,326.72222222222223,102.88888888888889,1389.3333333333333,313.0,85.0,807.0,7.925385062888853,11.941472498486053,378.5763536666753,3,65,2023-10-12,analyze_single_fitted_channel
43,44,59.0,365.59322033898303,106.61016949152543,1363.135593220339,344.0,82.0,754.0,10.446179488243692,11.126418323837878,336.95965948901534,3,65,2023-10-12,analyze_single_fitted_channel
44,45,65.0,499.3692307692308,111.75384615384615,1460.9384615384615,441.0,78.0,792.0,30.20268415517923,12.493728604298632,317.3599207365997,3,65,2023-10-12,analyze_single_fitted_channel
45,46,63.0,486.1587301587302,114.65079365079364,1347.936507936508,391.0,95.0,860.0,44.30242615779488,13.171829885961996,267.03545172260255,3,65,2023-10-12,analyze_single_fitted_channel
46,47,103.0,593.747572815534,119.6116504854369,1455.2815533980583,502.0,86.0,825.0,34.94953878235115,13.27910469676862,268.9601124458929,3,65,2023-10-12,analyze_single_fitted_channel
48,49,165.0,453.45454545454544,111.4121212121212,1350.1575757575758,309.0,80.0,700.0,59.35179704669587,14.35100582634304,295.0204913584746,3,65,2023-10-12,analyze_single_fitted_channel
49,50,72.0,552.9444444444445,113.81944444444444,1477.5416666666667,470.0,83.0,812.0,26.6254310809593,11.893423006118514,330.6502405824351,3,65,2023-10-12,analyze_single_fitted_channel
51,52,89.0,314.69662921348316,104.0,1416.6179775280898,263.0,68.0,783.0,20.166946198541734,12.274940215877663,346.26292230356074,3,65,2023-10-12,analyze_single_fitted_channel
52,53,43.0,331.06976744186045,104.65116279069767,1286.953488372093,303.0,83.0,722.0,14.642079133144499,12.643379958992478,336.562026730094,3,65,2023-10-12,analyze_single_fitted_channel
54,55,78.0,338.1025641025641,104.37179487179488,1363.2948717948718,295.0,77.0,777.0,25.943029172711256,11.072151453266715,312.80329318936487,3,65,2023-10-12,analyze_single_fitted_channel
55,56,66.0,381.3484848484849,106.1969696969697,1354.6666666666667,349.0,81.0,749.0,12.852888396331709,13.073474993016244,346.73264232334003,3,65,2023-10-12,analyze_single_fitted_channel
56,57,80.0,375.9375,106.7625,1302.2875,294.0,82.0,774.0,33.663163751346964,11.233035820738754,312.11092554370794,3,65,2023-10-12,analyze_single_fitted_channel
60,61,68.0,325.8529411764706,105.48529411764706,1295.0294117647059,269.0,82.0,710.0,29.60388721786895,10.46913200382414,323.9881974333704,3,65,2023-10-12,analyze_single_fitted_channel
62,63,135.0,385.43703703703704,106.70370370370371,1407.7407407407406,276.0,77.0,750.0,65.18675250641009,12.12959287526238,361.0909388477781,3,65,2023-10-12,analyze_single_fitted_channel
63,64,242.0,573.7272727272727,115.96694214876032,1402.8264462809918,353.0,83.0,805.0,63.218628910490565,12.463788132686144,298.88501279060847,3,65,2023-10-12,analyze_single_fitted_channel
65,66,65.0,390.2923076923077,109.06153846153846,1329.7384615384615,351.0,74.0,782.0,24.24472857974132,13.600765728530394,285.0964358800006,3,65,2023-10-12,analyze_single_fitted_channel
67,68,76.0,514.3157894736842,115.0,1402.8947368421052,413.0,96.0,847.0,42.13581128681142,10.806917862379196,314.4848577622981,3,65,2023-10-12,analyze_single_fitted_channel
68,69,62.0,443.0483870967742,111.16129032258064,1382.016129032258,408.0,78.0,859.0,14.96277900201227,12.186975528350587,312.44031646501315,3,65,2023-10-12,analyze_single_fitted_channel
77,78,87.0,433.0919540229885,111.3103448275862,1365.7011494252874,372.0,90.0,750.0,42.40977771230452,12.636664721491695,339.61222359107154,3,65,2023-10-12,analyze_single_fitted_channel
78,79,48.0,338.6041666666667,101.35416666666667,1374.8333333333333,313.0,76.0,597.0,12.409236451351694,11.268484043512192,388.84462049627086,3,65,2023-10-12,analyze_single_fitted_channel
80,81,87.0,373.8390804597701,105.58620689655173,1365.3218390804598,211.0,78.0,786.0,63.87701429682108,13.326623361154443,291.19209973545287,3,65,2023-10-12,analyze_single_fitted_channel
7,8,80.0,462.65,114.5125,1502.2875,371.0,84.0,813.0,41.72202655672421,11.116422254934363,332.20122643324186,4,70,2023-10-12,analyze_single_fitted_channel
10,11,174.0,435.7758620689655,112.24712643678161,1421.212643678161,274.0,83.0,706.0,62.69128239735293,13.6441586935684,327.06002412457457,4,70,2023-10-12,analyze_single_fitted_channel
11,12,90.0,422.0444444444444,111.65555555555555,1454.6888888888889,309.0,80.0,744.0,32.88427895619935,13.138713881850682,329.2222702216187,4,70,2023-10-12,analyze_single_fitted_channel
12,13,118.0,535.5677966101695,117.32203389830508,1455.3474576271187,429.0,90.0,756.0,45.87260894125465,12.546105720286816,322.25456768188934,4,70,2023-10-12,analyze_single_fitted_channel
14,15,31.0,465.35483870967744,117.3225806451613,1504.3870967741937,398.0,87.0,912.0,33.48138470476063,16.355697629669415,350.755192398911,4,70,2023-10-12,analyze_single_fitted_channel
