,Label,Area,intensity_mean_fluor,mean_chi2,mean_tau,min_fluor,min_chi2,min_tau,STD_fluor,STD_chi2,STD_tau,File Name,ph,Date,selected_analysis
32,33,88.0,343.70454545454544,109.2840909090909,1131.0,222.0,78.0,708.0,45.34342667879443,14.119577691048473,221.4377605969267,3,60,2023-09-27,analyze_single_fitted_channel
33,34,106.0,386.49056603773585,112.10377358490567,1116.1509433962265,261.0,85.0,761.0,64.22943034404953,13.26929299938219,206.62744673540593,3,60,2023-09-27,analyze_single_fitted_channel
36,37,60.0,516.5666666666667,117.75,1105.05,362.0,86.0,763.0,56.627545319295706,14.060138690638865,168.91787205621551,3,60,2023-09-27,analyze_single_fitted_channel
37,38,115.0,349.5130434782609,109.78260869565217,1127.0521739130436,243.0,83.0,660.0,42.243675156610614,11.829059728662807,236.79038036711825,3,60,2023-09-27,analyze_single_fitted_channel
39,40,51.0,343.54901960784315,107.76470588235294,1212.313725490196,298.0,76.0,733.0,26.635751976479973,13.618885726920048,246.38106068956048,3,60,2023-09-27,analyze_single_fitted_channel
45,46,31.0,328.741935483871,107.96774193548387,1237.8387096774193,282.0,71.0,787.0,34.744196769491275,13.347668325960694,187.90201577901962,3,60,2023-09-27,analyze_single_fitted_channel
46,47,61.0,358.8032786885246,111.70491803278688,1158.1639344262296,257.0,81.0,594.0,66.7124535949626,14.98452126203229,226.30142240216168,3,60,2023-09-27,analyze_single_fitted_channel
47,48,58.0,460.94827586206895,117.56896551724138,1140.896551724138,376.0,89.0,731.0,53.15735340632826,12.745671434222512,177.62374896112834,3,60,2023-09-27,analyze_single_fitted_channel
48,49,36.0,334.30555555555554,104.58333333333333,1146.4444444444443,277.0,78.0,744.0,27.602153141099183,12.581677595261734,186.45083421708497,3,60,2023-09-27,analyze_single_fitted_channel
50,51,49.0,384.9795918367347,112.10204081632654,1163.8163265306123,312.0,85.0,777.0,41.19069133790579,13.030959834272211,194.68464017790285,3,60,2023-09-27,analyze_single_fitted_channel
51,52,115.0,593.1652173913044,117.68695652173913,1145.4,359.0,88.0,776.0,118.90551092905899,14.750307420461093,160.20496654082802,3,60,2023-09-27,analyze_single_fitted_channel
52,53,127.0,359.37795275590554,110.05511811023622,1218.1181102362204,244.0,78.0,655.0,47.4213695033428,14.210624331242022,231.72565961835699,3,60,2023-09-27,analyze_single_fitted_channel
57,58,51.0,446.72549019607845,111.37254901960785,1156.862745098039,335.0,79.0,662.0,77.33352225248372,13.337196672131908,208.3462445826181,3,60,2023-09-27,analyze_single_fitted_channel
58,59,106.0,469.3018867924528,117.50943396226415,1190.1698113207547,295.0,83.0,723.0,119.19756628287664,13.948858939617145,204.30242435682845,3,60,2023-09-27,analyze_single_fitted_channel
59,60,181.0,447.0110497237569,114.66850828729282,1169.9558011049724,341.0,79.0,645.0,52.34543033349361,14.04690455613077,206.22647056689834,3,60,2023-09-27,analyze_single_fitted_channel
61,62,72.0,480.06944444444446,117.68055555555556,1190.361111111111,353.0,89.0,779.0,67.79510109900782,14.33607182065274,230.73989116869933,3,60,2023-09-27,analyze_single_fitted_channel
62,63,79.0,520.1518987341772,119.21518987341773,1147.4050632911392,340.0,83.0,700.0,66.76106813041412,14.496329422860807,196.36606985954728,3,60,2023-09-27,analyze_single_fitted_channel
63,64,32.0,367.1875,116.8125,1187.84375,306.0,95.0,767.0,29.12734700843865,13.239235013776288,267.5112274951044,3,60,2023-09-27,analyze_single_fitted_channel
64,65,68.0,344.05882352941177,108.38235294117646,1149.8529411764705,269.0,88.0,733.0,35.179741142470206,12.028189208693817,224.0241100933428,3,60,2023-09-27,analyze_single_fitted_channel
65,66,69.0,453.5072463768116,117.46376811594203,1141.8260869565217,371.0,92.0,676.0,57.76103274710176,12.609611827450651,181.0425489680865,3,60,2023-09-27,analyze_single_fitted_channel
68,69,163.0,527.963190184049,118.73006134969326,1117.1472392638036,290.0,86.0,680.0,106.81776750547355,14.043779641606568,182.25988433323337,3,60,2023-09-27,analyze_single_fitted_channel
72,73,121.0,455.6611570247934,114.9504132231405,1155.2561983471073,330.0,81.0,666.0,49.521437668386994,14.821166035071736,190.96131445558623,3,60,2023-09-27,analyze_single_fitted_channel
75,76,71.0,401.9718309859155,113.46478873239437,1127.4647887323943,291.0,89.0,568.0,75.33904059312516,14.617017851492793,208.41493221800167,3,60,2023-09-27,analyze_single_fitted_channel
79,80,73.0,358.6849315068493,108.82191780821918,1256.0,303.0,78.0,713.0,40.72825975663001,12.620208262781729,238.00880609931625,3,60,2023-09-27,analyze_single_fitted_channel
0,1,57.0,368.7543859649123,113.54385964912281,1317.877192982456,282.0,75.0,717.0,32.18111067492985,12.798122361514661,306.8164815316952,3,65,2023-09-27,analyze_single_fitted_channel
1,2,31.0,316.06451612903226,106.51612903225806,1284.258064516129,297.0,85.0,822.0,8.238131184378542,9.872970490482148,302.265955073101,3,65,2023-09-27,analyze_single_fitted_channel
2,3,45.0,335.68888888888887,110.08888888888889,1421.888888888889,310.0,90.0,779.0,14.80813923672792,11.955142495962374,307.04717134684495,3,65,2023-09-27,analyze_single_fitted_channel
3,4,50.0,334.92,109.02,1297.44,238.0,84.0,808.0,69.46850797303769,13.235543056482419,247.28511156153334,3,65,2023-09-27,analyze_single_fitted_channel
5,6,155.0,583.2193548387097,118.27741935483871,1188.8903225806453,380.0,89.0,689.0,108.88450649391068,13.129889803174144,228.31202666362273,3,65,2023-09-27,analyze_single_fitted_channel
6,7,82.0,594.329268292683,119.42682926829268,1192.0853658536585,425.0,84.0,742.0,92.9617092531623,14.45770154100919,198.10782979192456,3,65,2023-09-27,analyze_single_fitted_channel
7,8,62.0,539.6935483870968,113.95161290322581,1233.3064516129032,391.0,89.0,690.0,93.08019239581107,14.100363092276279,208.7904172740537,3,65,2023-09-27,analyze_single_fitted_channel
9,10,152.0,446.5855263157895,110.11184210526316,1292.842105263158,281.0,82.0,733.0,62.32992059227078,12.233231994354593,270.2510797793112,3,65,2023-09-27,analyze_single_fitted_channel
10,11,144.0,649.4305555555555,118.16666666666667,1265.6527777777778,439.0,73.0,754.0,118.86650149419363,13.250262051915971,189.3129140780639,3,65,2023-09-27,analyze_single_fitted_channel
13,14,32.0,685.75,119.5625,1234.03125,643.0,102.0,802.0,34.19064199455752,12.295673781863277,209.57971102527435,3,65,2023-09-27,analyze_single_fitted_channel
15,16,34.0,408.94117647058823,108.79411764705883,1248.264705882353,365.0,85.0,751.0,12.338226530179877,12.734343124389596,254.3978251876529,3,65,2023-09-27,analyze_single_fitted_channel
16,17,69.0,588.0,117.52173913043478,1283.1739130434783,463.0,84.0,803.0,66.53232841737677,13.766803903922236,223.90732791354495,3,65,2023-09-27,analyze_single_fitted_channel
19,20,110.0,397.4,112.1,1294.9545454545455,291.0,81.0,667.0,59.799695955444754,12.850857771158525,277.80678001948297,3,65,2023-09-27,analyze_single_fitted_channel
23,24,83.0,403.5542168674699,111.3855421686747,1234.3493975903614,258.0,86.0,725.0,65.84652711282834,11.50885601937603,275.6358884136186,3,65,2023-09-27,analyze_single_fitted_channel
26,27,35.0,424.42857142857144,115.25714285714285,1136.0857142857142,383.0,93.0,724.0,23.214879113294945,11.718953773738523,261.53452341665246,3,65,2023-09-27,analyze_single_fitted_channel
27,28,39.0,423.02564102564105,115.12820512820512,1189.6410256410256,395.0,89.0,804.0,17.713513861090203,12.44305900055351,253.60978376131487,3,65,2023-09-27,analyze_single_fitted_channel
31,32,108.0,396.4259259259259,112.03703703703704,1233.2685185185185,300.0,83.0,627.0,76.62863835887502,13.327030403244326,303.56205072199975,3,65,2023-09-27,analyze_single_fitted_channel
32,33,160.0,538.41875,119.425,1329.01875,392.0,91.0,840.0,69.03363961459297,13.053519640311574,252.44389158471927,3,65,2023-09-27,analyze_single_fitted_channel
33,34,39.0,484.28205128205127,117.38461538461539,1269.1538461538462,357.0,93.0,804.0,78.73875946410438,13.114125061708169,257.1166091296618,3,65,2023-09-27,analyze_single_fitted_channel
34,35,31.0,411.48387096774195,112.61290322580645,1322.6774193548388,397.0,92.0,683.0,11.702966174165987,12.632976354417828,333.2677299299995,3,65,2023-09-27,analyze_single_fitted_channel
36,37,116.0,391.7931034482759,109.42241379310344,1351.4827586206898,234.0,81.0,569.0,65.00033385078447,12.81307983520192,299.5121459386978,3,65,2023-09-27,analyze_single_fitted_channel
39,40,60.0,405.1333333333333,109.16666666666667,1292.6833333333334,312.0,83.0,745.0,54.97801580834126,12.9475437396013,302.43172737367064,3,65,2023-09-27,analyze_single_fitted_channel
41,42,30.0,507.9,119.86666666666666,1210.3333333333333,401.0,89.0,852.0,68.80569259395136,13.460394578994414,204.62768358384182,3,65,2023-09-27,analyze_single_fitted_channel
42,43,106.0,432.12264150943395,111.5377358490566,1255.301886792453,327.0,88.0,769.0,54.73964153414396,11.290482323622655,280.950548586681,3,65,2023-09-27,analyze_single_fitted_channel
43,44,32.0,479.125,116.34375,1372.90625,400.0,83.0,875.0,41.761787258210106,14.572253975878269,271.0979250398968,3,65,2023-09-27,analyze_single_fitted_channel
49,50,89.0,383.314606741573,110.38202247191012,1304.2022471910113,238.0,81.0,662.0,80.17391145988782,12.971451469013719,304.4776030867738,3,65,2023-09-27,analyze_single_fitted_channel
52,53,106.0,513.2830188679245,115.38679245283019,1307.0283018867924,436.0,84.0,777.0,55.64133028756102,13.340653398835737,243.921092156876,3,65,2023-09-27,analyze_single_fitted_channel
56,57,113.0,601.7964601769911,119.1858407079646,1338.1769911504425,448.0,81.0,841.0,94.31308801826208,12.9563929431968,230.11563965142776,3,65,2023-09-27,analyze_single_fitted_channel
58,59,36.0,450.25,114.47222222222223,1389.5555555555557,350.0,89.0,991.0,54.047497115448785,8.509752937760789,214.78431616190187,3,65,2023-09-27,analyze_single_fitted_channel
60,61,85.0,427.16470588235296,113.38823529411765,1363.0,304.0,84.0,663.0,38.93640276409227,11.905603344789387,284.1168773585969,3,65,2023-09-27,analyze_single_fitted_channel
61,62,36.0,413.52777777777777,112.25,1350.4166666666667,387.0,81.0,739.0,18.918665255818876,11.741131404880308,270.6893848224484,3,65,2023-09-27,analyze_single_fitted_channel
64,65,54.0,355.74074074074076,113.79629629629629,1344.4444444444443,324.0,90.0,775.0,23.388969531546262,11.937149653000686,287.13828560769883,3,65,2023-09-27,analyze_single_fitted_channel
65,66,68.0,567.25,117.58823529411765,1152.3382352941176,377.0,88.0,761.0,90.16853093284949,13.232352614306443,199.08153888871155,3,65,2023-09-27,analyze_single_fitted_channel
66,67,36.0,544.8333333333334,115.63888888888889,1314.361111111111,472.0,95.0,858.0,35.52503029946319,11.69081495538218,284.168392250653,3,65,2023-09-27,analyze_single_fitted_channel
68,69,80.0,480.0875,114.25,1304.1,303.0,80.0,754.0,86.79115648353812,13.576173982385464,272.7614617206764,3,65,2023-09-27,analyze_single_fitted_channel
69,70,46.0,351.9782608695652,107.82608695652173,1201.0,328.0,89.0,644.0,13.932272717054524,10.951085607940362,280.43661610455564,3,65,2023-09-27,analyze_single_fitted_channel
71,72,35.0,570.8857142857142,114.68571428571428,1244.9142857142858,469.0,96.0,773.0,73.98407992016021,11.746784188683737,180.3904291773139,3,65,2023-09-27,analyze_single_fitted_channel
75,76,122.0,372.6885245901639,110.05737704918033,1246.8032786885246,275.0,82.0,744.0,66.43819782783133,11.916581078293335,279.01188761748693,3,65,2023-09-27,analyze_single_fitted_channel
76,77,97.0,382.25773195876286,109.71134020618557,1244.381443298969,312.0,73.0,700.0,40.37179743144563,13.238462210883936,286.91549973040105,3,65,2023-09-27,analyze_single_fitted_channel
77,78,38.0,370.8421052631579,111.28947368421052,1126.3157894736842,257.0,87.0,693.0,87.41417635113204,10.03391064744382,224.97884172600928,3,65,2023-09-27,analyze_single_fitted_channel
78,79,43.0,437.8139534883721,113.81395348837209,1132.4418604651162,397.0,90.0,798.0,23.584835307098352,11.186070686044564,214.16124139878556,3,65,2023-09-27,analyze_single_fitted_channel
79,80,34.0,451.4117647058824,115.20588235294117,1295.0294117647059,367.0,92.0,721.0,63.774011693432364,12.629981630475921,234.5128223377785,3,65,2023-09-27,analyze_single_fitted_channel
80,81,132.0,401.3787878787879,109.36363636363636,1172.6969696969697,252.0,86.0,729.0,97.49487401467229,14.10097392256075,248.76826686070285,3,65,2023-09-27,analyze_single_fitted_channel
81,82,202.0,587.5,119.68316831683168,1427.1039603960396,318.0,86.0,670.0,183.11402199041163,14.225504005805705,265.59504290554526,3,65,2023-09-27,analyze_single_fitted_channel
83,84,101.0,626.2871287128713,116.08910891089108,1157.7623762376238,408.0,83.0,750.0,126.2170326829167,13.961119284685154,188.00253571677607,3,65,2023-09-27,analyze_single_fitted_channel
87,88,197.0,475.9035532994924,114.96446700507614,1316.0659898477156,325.0,78.0,693.0,70.70512038238651,13.797805914933368,272.83346980223075,3,65,2023-09-27,analyze_single_fitted_channel
88,89,48.0,413.8125,112.125,1177.875,380.0,82.0,749.0,22.113020532784148,11.78916345632717,239.42271065001333,3,65,2023-09-27,analyze_single_fitted_channel
89,90,51.0,550.4117647058823,119.49019607843137,1117.3333333333333,463.0,85.0,673.0,57.21551156419454,13.815837103249084,211.32195181821842,3,65,2023-09-27,analyze_single_fitted_channel
92,93,49.0,351.38775510204084,108.73469387755102,1280.142857142857,313.0,86.0,764.0,22.65249125960665,11.672006473197772,262.439497400674,3,65,2023-09-27,analyze_single_fitted_channel
93,94,151.0,522.774834437086,116.82781456953643,1331.0331125827815,398.0,84.0,824.0,63.83621137920651,14.342435341157527,257.56851894188173,3,65,2023-09-27,analyze_single_fitted_channel
94,95,40.0,373.775,107.525,1225.475,312.0,82.0,739.0,53.96039635695794,11.549864717822457,312.98953556788445,3,65,2023-09-27,analyze_single_fitted_channel
95,96,42.0,473.6904761904762,112.47619047619048,1315.6190476190477,415.0,83.0,775.0,40.06155269750721,14.460517831796993,274.612623472632,3,65,2023-09-27,analyze_single_fitted_channel
96,97,31.0,407.741935483871,112.51612903225806,1321.516129032258,359.0,86.0,762.0,24.726853290972084,14.542198812625667,290.76460615327176,3,65,2023-09-27,analyze_single_fitted_channel
1,2,57.0,409.9298245614035,111.01754385964912,1387.859649122807,325.0,78.0,870.0,28.688808044022416,13.078026606957446,297.95357218671546,3,70,2023-09-27,analyze_single_fitted_channel
3,4,61.0,352.6885245901639,109.44262295081967,1269.1803278688524,324.0,84.0,638.0,15.375668433937399,13.443902378138421,278.4211050623763,3,70,2023-09-27,analyze_single_fitted_channel
4,5,69.0,378.3478260869565,110.52173913043478,1261.5652173913043,332.0,83.0,686.0,22.628586567806458,12.007978863893591,318.41539172709736,3,70,2023-09-27,analyze_single_fitted_channel
5,6,82.0,416.1585365853659,114.39024390243902,1485.6829268292684,292.0,91.0,992.0,39.13250458291149,11.398284100175626,279.73972563572505,3,70,2023-09-27,analyze_single_fitted_channel
12,13,37.0,601.6756756756756,119.35135135135135,1545.5945945945946,314.0,97.0,1046.0,99.05937451143892,11.466086813839244,246.0167495351946,3,70,2023-09-27,analyze_single_fitted_channel
15,16,60.0,470.6166666666667,117.8,1520.1833333333334,174.0,82.0,860.0,104.54155340767082,14.475035981532711,276.84758090970485,3,70,2023-09-27,analyze_single_fitted_channel
17,18,68.0,472.25,114.45588235294117,1422.0735294117646,386.0,89.0,654.0,36.095614447643655,11.666233102835232,287.64174593613893,3,70,2023-09-27,analyze_single_fitted_channel
21,22,52.0,440.75,115.40384615384616,1490.25,369.0,87.0,797.0,28.428638729281428,12.698061050328503,299.3484511272903,3,70,2023-09-27,analyze_single_fitted_channel
24,25,50.0,448.1,115.78,1282.02,386.0,93.0,714.0,28.23278236376996,12.076903576662355,304.6050879417479,3,70,2023-09-27,analyze_single_fitted_channel
25,26,149.0,510.96644295302013,116.42281879194631,1366.4832214765102,415.0,82.0,794.0,64.31397565481879,12.289123913080877,277.8909207089013,3,70,2023-09-27,analyze_single_fitted_channel
26,27,38.0,413.9736842105263,113.6842105263158,1484.3684210526317,352.0,84.0,910.0,18.77496491286267,13.432296631543837,220.99897845115552,3,70,2023-09-27,analyze_single_fitted_channel
27,28,45.0,436.64444444444445,116.66666666666667,1452.3111111111111,359.0,96.0,911.0,51.84213453919743,11.55085374430056,296.90146679943217,3,70,2023-09-27,analyze_single_fitted_channel
30,31,52.0,400.5576923076923,113.07692307692308,1405.7115384615386,294.0,91.0,919.0,48.85867117023047,12.074840584783264,289.4439853168393,3,70,2023-09-27,analyze_single_fitted_channel
31,32,66.0,400.3484848484849,114.0,1380.439393939394,312.0,88.0,762.0,37.125296621299434,12.273400654927045,310.8163800131537,3,70,2023-09-27,analyze_single_fitted_channel
32,33,36.0,364.02777777777777,111.91666666666667,1391.7777777777778,337.0,76.0,671.0,16.378315798489833,11.063892724634592,347.30782944682045,3,70,2023-09-27,analyze_single_fitted_channel
33,34,114.0,501.79824561403507,116.85964912280701,1395.9473684210527,405.0,82.0,792.0,28.578970254048322,13.058490007669109,292.4562897946345,3,70,2023-09-27,analyze_single_fitted_channel
35,36,41.0,527.170731707317,118.26829268292683,1364.1951219512196,384.0,91.0,979.0,50.39013765247458,15.000852642829932,230.280022487172,3,70,2023-09-27,analyze_single_fitted_channel
36,37,33.0,371.4848484848485,114.48484848484848,1493.3939393939395,348.0,95.0,872.0,15.229797770441941,9.468036218008885,319.2805301501581,3,70,2023-09-27,analyze_single_fitted_channel
37,38,100.0,447.92,117.1,1368.13,316.0,92.0,633.0,44.28039746885748,12.922461065911556,294.3536191386136,3,70,2023-09-27,analyze_single_fitted_channel
38,39,51.0,481.078431372549,115.49019607843137,1447.6274509803923,369.0,91.0,721.0,31.039407676564274,12.499996155324284,291.1559760398172,3,70,2023-09-27,analyze_single_fitted_channel
40,41,37.0,338.5945945945946,109.13513513513513,1374.4324324324325,324.0,87.0,704.0,10.738814317407419,10.895479256323778,353.2352818640045,3,70,2023-09-27,analyze_single_fitted_channel
41,42,66.0,308.93939393939394,109.53030303030303,1377.7575757575758,268.0,79.0,793.0,18.38137956694779,12.132125768625563,322.4831713065679,3,70,2023-09-27,analyze_single_fitted_channel
42,43,67.0,408.95522388059703,114.61194029850746,1385.1940298507463,324.0,82.0,698.0,41.0043437217858,11.993723761537847,331.51593189270056,3,70,2023-09-27,analyze_single_fitted_channel
43,44,37.0,303.2972972972973,110.21621621621621,1371.918918918919,227.0,73.0,820.0,45.85869298644618,12.865489423858413,350.81668258110193,3,70,2023-09-27,analyze_single_fitted_channel
44,45,38.0,410.36842105263156,118.39473684210526,1446.0526315789473,316.0,92.0,818.0,48.66124636203767,11.524663423979506,301.06433543683346,3,70,2023-09-27,analyze_single_fitted_channel
45,46,51.0,408.0980392156863,117.50980392156863,1410.1568627450981,336.0,98.0,794.0,27.467809967134606,11.532345898486465,295.6728698787133,3,70,2023-09-27,analyze_single_fitted_channel
46,47,43.0,420.04651162790697,114.02325581395348,1406.5581395348838,377.0,97.0,854.0,23.300816921872265,11.07162384277729,277.9924963288458,3,70,2023-09-27,analyze_single_fitted_channel
47,48,41.0,317.5609756097561,110.58536585365853,1326.5365853658536,273.0,86.0,715.0,26.827405700312532,10.460088163029326,375.2553015540724,3,70,2023-09-27,analyze_single_fitted_channel
48,49,30.0,321.6333333333333,108.26666666666667,1264.9333333333334,299.0,86.0,790.0,14.70256969225297,9.973074862960882,302.38065781762924,3,70,2023-09-27,analyze_single_fitted_channel
49,50,94.0,361.3829787234043,113.24468085106383,1470.8191489361702,242.0,85.0,808.0,38.968374079004754,11.84356021283994,306.1506360825399,3,70,2023-09-27,analyze_single_fitted_channel
50,51,94.0,442.968085106383,116.96808510638297,1481.968085106383,303.0,88.0,809.0,94.96678614547965,12.864640742732202,310.0246198915279,3,70,2023-09-27,analyze_single_fitted_channel
51,52,128.0,375.65625,113.4375,1430.65625,258.0,86.0,670.0,62.88275766008915,12.639688237848274,324.9402934939548,3,70,2023-09-27,analyze_single_fitted_channel
52,53,51.0,359.6470588235294,112.0,1460.6078431372548,269.0,86.0,907.0,42.4891328802802,11.937747020337154,313.4556339393011,3,70,2023-09-27,analyze_single_fitted_channel
55,56,97.0,412.58762886597935,116.47422680412372,1355.7628865979382,320.0,85.0,783.0,60.05062341664938,11.970834646511785,300.9237589916891,3,70,2023-09-27,analyze_single_fitted_channel
56,57,85.0,524.9176470588235,117.45882352941176,1362.5411764705882,432.0,93.0,751.0,38.75236972327693,10.813447990324194,286.8339775156344,3,70,2023-09-27,analyze_single_fitted_channel
57,58,123.0,422.2845528455285,113.83739837398375,1410.918699186992,291.0,80.0,682.0,85.53585472953579,12.100778704862856,297.3375239458945,3,70,2023-09-27,analyze_single_fitted_channel
58,59,47.0,496.59574468085106,117.68085106382979,1501.2340425531916,306.0,92.0,696.0,99.75004070269912,11.332698656990683,345.63208903220215,3,70,2023-09-27,analyze_single_fitted_channel
59,60,71.0,360.32394366197184,110.4225352112676,1391.0704225352113,301.0,70.0,579.0,31.85918606242486,12.696524945250959,315.4021499093294,3,70,2023-09-27,analyze_single_fitted_channel
60,61,89.0,329.7977528089888,110.93258426966293,1381.6179775280898,279.0,90.0,723.0,29.720866114408274,10.982926231312362,331.6784521669514,3,70,2023-09-27,analyze_single_fitted_channel
61,62,77.0,421.3636363636364,114.0,1517.2467532467533,265.0,89.0,771.0,42.5754972184734,11.106333749291409,329.50916491379394,3,70,2023-09-27,analyze_single_fitted_channel
66,67,36.0,482.97222222222223,116.97222222222223,1528.361111111111,447.0,97.0,1036.0,27.511094843829333,10.858908557572827,333.03688090541846,3,70,2023-09-27,analyze_single_fitted_channel
67,68,47.0,325.8085106382979,111.12765957446808,1425.404255319149,293.0,90.0,807.0,22.38316074677221,9.33676562813637,353.6312335521205,3,70,2023-09-27,analyze_single_fitted_channel
69,70,97.0,519.7422680412371,119.31958762886597,1423.4742268041236,366.0,88.0,854.0,90.90941207104692,11.62253977226084,310.3670953432803,3,70,2023-09-27,analyze_single_fitted_channel
71,72,51.0,421.1764705882353,114.27450980392157,1468.8039215686274,373.0,89.0,896.0,22.841058560642576,11.025955885594698,358.7701224585668,3,70,2023-09-27,analyze_single_fitted_channel
73,74,81.0,349.58024691358025,113.50617283950618,1379.1604938271605,283.0,86.0,729.0,29.93691482225308,10.972607258268228,335.3702747044104,3,70,2023-09-27,analyze_single_fitted_channel
80,81,147.0,474.5850340136054,117.19047619047619,1323.7823129251701,363.0,82.0,669.0,39.59382957791658,11.844992818709661,266.94605730427384,3,70,2023-09-27,analyze_single_fitted_channel
81,82,32.0,422.34375,113.78125,1519.28125,314.0,92.0,1167.0,37.757953942679414,10.717201054263189,232.24276554596378,3,70,2023-09-27,analyze_single_fitted_channel
84,85,57.0,345.280701754386,108.84210526315789,1142.4736842105262,279.0,83.0,582.0,26.471934417194422,10.915608450680557,281.04373794982973,3,70,2023-09-27,analyze_single_fitted_channel
85,86,64.0,464.21875,116.5,1531.8125,390.0,94.0,915.0,30.390926251720266,13.24056267686536,309.8831369948194,3,70,2023-09-27,analyze_single_fitted_channel
87,88,83.0,366.49397590361446,112.49397590361446,1343.578313253012,258.0,87.0,739.0,63.086739578917964,13.887129773600337,305.01728651316415,3,70,2023-09-27,analyze_single_fitted_channel
89,90,67.0,375.67164179104475,116.31343283582089,1441.3731343283582,267.0,91.0,765.0,25.86093005432464,12.338761827651867,325.6734393974767,3,70,2023-09-27,analyze_single_fitted_channel
93,94,31.0,342.7096774193548,111.3225806451613,1499.0967741935483,320.0,95.0,902.0,11.072178293091483,9.430174960830973,284.8534829764027,3,70,2023-09-27,analyze_single_fitted_channel
95,96,47.0,325.6170212765957,108.46808510638297,1293.6382978723404,279.0,92.0,743.0,35.23450508484567,11.636061086543771,277.20546381983684,3,70,2023-09-27,analyze_single_fitted_channel
96,97,62.0,489.5967741935484,116.53225806451613,1363.1612903225807,419.0,94.0,907.0,38.548444459398546,11.920053233718928,277.905193485255,3,70,2023-09-27,analyze_single_fitted_channel
97,98,52.0,321.7692307692308,113.59615384615384,1368.0384615384614,300.0,76.0,729.0,12.407527778011628,13.455424435727107,371.61285487093346,3,70,2023-09-27,analyze_single_fitted_channel
98,99,40.0,485.925,119.625,1479.55,424.0,94.0,790.0,26.35847823756144,11.831499271013797,298.3215505121948,3,70,2023-09-27,analyze_single_fitted_channel
99,100,237.0,421.57383966244726,113.9113924050633,1478.5189873417721,250.0,80.0,679.0,113.99837066357122,13.01105327573093,337.9189674203483,3,70,2023-09-27,analyze_single_fitted_channel
103,104,48.0,488.7291666666667,118.72916666666667,1400.6666666666667,374.0,94.0,925.0,47.514357296564114,13.856014914309077,270.067301282888,3,70,2023-09-27,analyze_single_fitted_channel
104,105,105.0,319.3333333333333,108.11428571428571,1411.942857142857,258.0,84.0,687.0,21.57320501462809,11.299653838536308,368.94198352977446,3,70,2023-09-27,analyze_single_fitted_channel
105,106,133.0,351.8796992481203,110.97744360902256,1453.0751879699249,286.0,87.0,802.0,36.984052160292855,12.897785649787822,355.7543214128425,3,70,2023-09-27,analyze_single_fitted_channel
106,107,35.0,403.6857142857143,113.11428571428571,1472.7142857142858,342.0,91.0,832.0,33.19963117572365,11.47860476481958,293.86251123646935,3,70,2023-09-27,analyze_single_fitted_channel
110,111,36.0,444.3611111111111,115.44444444444444,1427.6666666666667,414.0,83.0,774.0,19.620217432504806,11.560095262113363,338.9915600391517,3,70,2023-09-27,analyze_single_fitted_channel
112,113,40.0,384.95,113.1,1330.575,346.0,92.0,588.0,15.982725049252398,10.542295765154762,339.54505500006917,3,70,2023-09-27,analyze_single_fitted_channel
113,114,41.0,338.9756097560976,110.63414634146342,1386.2682926829268,310.0,92.0,775.0,19.808211902504954,12.159019732553812,278.55340814602863,3,70,2023-09-27,analyze_single_fitted_channel
115,116,39.0,460.9230769230769,114.48717948717949,1547.7435897435898,431.0,101.0,925.0,15.196802321177788,8.457652565369559,329.1413629702031,3,70,2023-09-27,analyze_single_fitted_channel
117,118,80.0,335.675,111.9125,1419.25,266.0,83.0,652.0,30.046952840512798,11.943820316381187,326.9086072589708,3,70,2023-09-27,analyze_single_fitted_channel
118,119,55.0,376.2909090909091,112.2909090909091,1447.0727272727272,312.0,81.0,894.0,32.65782530602747,12.15307327726796,275.6862415893345,3,70,2023-09-27,analyze_single_fitted_channel
122,123,50.0,323.48,107.2,1262.62,263.0,88.0,709.0,42.655006740123724,10.879338215167317,292.24728501732915,3,70,2023-09-27,analyze_single_fitted_channel
126,127,91.0,360.7142857142857,113.4065934065934,1256.989010989011,295.0,87.0,734.0,39.34052121039045,12.452086653308148,298.43178006333227,3,70,2023-09-27,analyze_single_fitted_channel
127,128,84.0,402.85714285714283,114.86904761904762,1455.547619047619,260.0,83.0,903.0,85.92551354255045,12.802324716261088,294.8203409649884,3,70,2023-09-27,analyze_single_fitted_channel
134,135,109.0,459.7155963302752,112.45871559633028,1299.48623853211,294.0,90.0,718.0,107.95693090796165,12.370082368353435,288.03932627394266,3,70,2023-09-27,analyze_single_fitted_channel
5,6,49.0,460.0204081632653,118.36734693877551,1412.9591836734694,295.0,80.0,702.0,132.56734750429004,15.677481416780918,287.7430088644275,4,75,2023-09-27,analyze_single_fitted_channel
8,9,85.0,568.035294117647,119.72941176470589,1671.7411764705882,419.0,96.0,998.0,82.63861041181565,13.436025528664363,265.5625838697106,4,75,2023-09-27,analyze_single_fitted_channel
9,10,39.0,331.15384615384613,108.74358974358974,1544.5128205128206,280.0,85.0,749.0,36.540485773888065,11.872653233630999,346.65358987625666,4,75,2023-09-27,analyze_single_fitted_channel
10,11,52.0,463.63461538461536,113.0576923076923,1637.4807692307693,312.0,93.0,1003.0,65.16695388537218,12.987291808560785,289.7232426342167,4,75,2023-09-27,analyze_single_fitted_channel
11,12,37.0,306.05405405405406,109.62162162162163,1538.4324324324325,265.0,87.0,935.0,27.131258471868726,9.679600593031388,327.3656143131465,4,75,2023-09-27,analyze_single_fitted_channel
